bundle,spm,ok,durationSec,measuredSpm,measuredWpm,derivedBaseSpm,sttScore,elapsedMs,error,url
GEMINI-Fenrir-Default,130,True,9.072,152.1,119.0,145.4,,6716,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/3ef14b5a-aeef-4ace-8392-ad119f19dca9.mp3
GEMINI-Fenrir-Default,145,True,9.072,152.1,119.0,162.2,,7186,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/fce794a9-e399-4861-82e6-e08a9ccb9ae4.mp3
GEMINI-Fenrir-Default,180,True,7.176,192.3,150.5,159.2,,7378,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/2002acf5-7efa-4345-a5c7-cb18829aab22.mp3
GEMINI-Fenrir-Default,195,True,7.128,193.6,151.5,171.3,,7771,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/dc24be6e-1e30-4ff4-b50b-8a40f684a3a9.mp3
GEMINI-Fenrir-Default,220,True,4.848,284.7,222.8,131.5,,6632,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/52e81092-4376-4e6c-9544-45214e2775e4.mp3
GEMINI-Fenrir-Default,250,True,4.944,279.1,218.4,152.4,,7261,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/e4d9d72e-f27c-4de4-b855-84407a6bb42d.mp3
GEMINI-Fenrir-Cheerful,base,True,6.792,203.2,159.0,,,6336,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/2f6d7629-9f3a-4c5d-826b-48ca2a96117f.mp3
GEMINI-Fenrir-Cheerful,163,True,8.472,162.9,127.5,203.3,,9190,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/e597dd57-44b3-4e61-afba-0546207d7af7.mp3
GEMINI-Fenrir-Cheerful,90,True,16.2,85.2,66.7,214.7,,7917,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/cd3bad69-cf11-4fe0-a983-13773cc32fff.mp3
GEMINI-Fenrir-Cheerful,110,True,12.216,113.0,88.4,197.8,,7879,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/0de770b3-26bf-4bbe-b3c7-a375022343de.mp3
GEMINI-Fenrir-Cheerful,130,True,9.432,146.3,114.5,180.5,,8659,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/e3fcf2c9-d3e3-4bda-b5e5-155e75af742b.mp3
GEMINI-Fenrir-Cheerful,145,True,7.68,179.7,140.6,164.0,,6645,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/bb1b2a9a-9950-4cc6-9711-dc096e97f808.mp3
GEMINI-Fenrir-Cheerful,180,True,6.0,230.0,180.0,159.0,,6604,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/93f3e95f-9132-40bf-9b70-68dd3a32c762.mp3
GEMINI-Fenrir-Cheerful,195,True,4.872,283.3,221.7,139.9,,6109,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/0f9dad4d-d3e3-4c36-9c5a-c3c00204e19a.mp3
GEMINI-Fenrir-Cheerful,220,True,6.336,217.8,170.5,205.2,,7409,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/cc3e098b-d5be-4fad-82a9-78396a47d53c.mp3
GEMINI-Fenrir-Cheerful,250,True,4.512,305.9,239.4,166.1,,6754,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/18d13265-3162-4888-b83e-74dcc073c213.mp3
GEMINI-Fenrir-Gentle,base,True,9.24,149.4,116.9,,,9229,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/ebe3f925-b9a6-4702-b6cc-023484ec1560.mp3
GEMINI-Fenrir-Gentle,163,True,5.952,231.9,181.5,105.0,,7011,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/b213cd30-1d96-40fd-b170-c7b40a5e8270.mp3
GEMINI-Fenrir-Gentle,90,True,13.776,100.2,78.4,134.2,,7952,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/98199093-8362-41cd-8f0e-d2d3fea00f2c.mp3
GEMINI-Fenrir-Gentle,110,True,15.024,91.9,71.9,178.9,,10204,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/a7f18623-1c1f-4c9a-849b-5f7da4e4e397.mp3
GEMINI-Fenrir-Gentle,130,True,10.92,126.4,98.9,153.6,,8047,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/541e77bf-0f9a-4ecc-a862-c622ae7fff70.mp3
GEMINI-Fenrir-Gentle,145,True,8.424,163.8,128.2,132.2,,7726,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/02bc0a31-cba6-4372-bf33-24e5653df70a.mp3
GEMINI-Fenrir-Gentle,180,True,5.904,233.7,182.9,115.0,,6698,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/9adbd822-d0a2-4e0b-b6cc-4825ac0b94c0.mp3
GEMINI-Fenrir-Gentle,195,True,7.416,186.1,145.6,156.5,,8086,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/c74a4fb2-2e10-4fb8-bd36-8280a100307a.mp3
GEMINI-Fenrir-Gentle,220,True,8.136,169.6,132.7,193.7,,12696,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/836eb36d-0426-418d-b20e-c62eaf6cf143.mp3
GEMINI-Fenrir-Gentle,250,True,5.592,246.8,193.1,151.3,,8302,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/b38f0adb-e391-4e73-b480-424afd2da87a.mp3
GCP-Rey-Default,base,True,5.112,270.0,211.3,,,510,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/76e4a2bb-c1a7-4627-afca-737b5d7816ff.mp3
GCP-Rey-Default,163,True,6.96,198.3,155.2,221.9,,730,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/48a22506-8509-453a-a8d9-62e8a3264a16.mp3
GCP-Rey-Default,90,True,12.504,110.4,86.4,220.1,,640,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/fe543f3a-dfd6-47a1-92a5-9b2b98671e6a.mp3
GCP-Rey-Default,110,True,10.248,134.7,105.4,220.5,,626,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/a3eee6ba-e68c-4d5d-82fd-435b1cd27713.mp3
GCP-Rey-Default,130,True,8.688,158.8,124.3,220.9,,735,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/0292723d-e39f-4e9c-8bf7-88142d763e99.mp3
GCP-Rey-Default,145,True,7.8,176.9,138.5,221.2,,880,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/88252903-a04f-4e99-ba24-813b46aa2275.mp3
GCP-Rey-Default,180,True,6.312,218.6,171.1,222.3,,480,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/da58c3c8-cd3b-4ce6-956f-e435184b29c7.mp3
GCP-Rey-Default,195,True,5.832,236.6,185.2,222.5,,438,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/ca57a3ee-eaee-4571-8894-996b644deb2c.mp3
GCP-Rey-Default,220,True,5.184,266.2,208.3,223.1,,578,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/22d92134-3744-4dec-9a5d-035c1b18a5db.mp3
GCP-Rey-Default,250,True,4.56,302.6,236.8,223.0,,544,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/c94f51ca-4791-4de8-ad8d-460a7661addd.mp3
AZ-TuningMaisie-Default,base,True,5.796,238.1,186.3,,,993,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/b5e94b1b-962d-4ff8-90b6-36847ef3a273.mp3
AZ-TuningMaisie-Default,163,True,5.544,248.9,194.8,155.9,,853,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/6b59ed83-bc3c-4b8f-b9a8-1c903fa03ec2.mp3
AZ-TuningMaisie-Default,90,True,9.972,138.4,108.3,154.8,,853,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/c643f53a-c670-4a38-896b-fcab22814146.mp3
AZ-TuningMaisie-Default,110,True,8.172,168.9,132.2,155.1,,673,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/2805265f-4c80-4ae4-8bfc-0e73d5e66d29.mp3
AZ-TuningMaisie-Default,130,True,6.948,198.6,155.4,155.8,,703,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/0f31834f-623e-4ad1-b409-3839e22d3485.mp3
AZ-TuningMaisie-Default,145,True,6.228,221.6,173.4,155.8,,1377,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/8a4da378-24ac-48c9-ae3f-65f7ff3f5430.mp3
AZ-TuningMaisie-Default,180,True,5.04,273.8,214.3,156.5,,1052,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/201f082c-1a83-4ebd-90a5-bbc7f2b10b1d.mp3
AZ-TuningMaisie-Default,195,True,4.644,297.2,232.6,156.2,,789,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/9a2e7db1-e71e-4f9c-8c36-aa0018eb30f5.mp3
AZ-TuningMaisie-Default,220,True,4.14,333.3,260.9,157.1,,915,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/e617c008-1fa1-47b1-aa9d-5cf2d8c9ce51.mp3
AZ-TuningMaisie-Default,250,True,3.636,379.5,297.0,156.8,,969,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/c7c9014f-e264-44f7-80a2-3ca7f4305cb1.mp3
AZ-Guy-Friendly,base,True,4.896,281.9,220.6,,,619,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/27794fa7-15c5-4dad-86d1-90d2f5e462c0.mp3
AZ-Guy-Friendly,163,True,4.896,281.9,220.6,163.0,,773,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/3bace24e-005b-4724-87bb-63dc2217259f.mp3
AZ-Guy-Friendly,90,True,8.82,156.5,122.4,162.1,,576,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/3a457e2f-1720-4544-80b8-3cd425be12bd.mp3
AZ-Guy-Friendly,110,True,7.236,190.7,149.3,162.6,,497,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/33514122-4439-4707-b095-802ec43ee26c.mp3
AZ-Guy-Friendly,130,True,6.12,225.5,176.5,162.5,,1244,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/43b1c925-8f31-418a-9ed4-99078a5b514f.mp3
AZ-Guy-Friendly,145,True,5.508,250.5,196.1,163.1,,671,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/4c6ea27b-af6b-49a4-8a63-d134a877949e.mp3
AZ-Guy-Friendly,180,True,4.428,311.7,243.9,162.8,,583,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/08e1e5cf-ebdf-418a-9043-a319ddc6dab3.mp3
AZ-Guy-Friendly,195,True,4.104,336.3,263.2,163.5,,734,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/e055a3d6-1a47-42d4-b4c5-0697740c59ac.mp3
AZ-Guy-Friendly,220,True,3.636,379.5,297.0,163.4,,533,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/f89db78f-ae07-45cf-96bd-f1709bb0b679.mp3
AZ-Guy-Friendly,250,True,3.24,425.9,333.3,165.4,,471,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/cc3359a0-67fb-4ca4-8176-16f93f74e38b.mp3
TC-Tim-Default,base,False,,,,,,48,Voice profile not found for bundleName: TC-Tim-Default,
TC-Tim-Default,163,False,,,,,,47,Voice profile not found for bundleName: TC-Tim-Default,
AZ-Oliver-Default,base,True,5.4,255.6,200.0,,,2168,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/b6ba9ac0-e8a7-4024-ac37-6a73ee30bcd3.mp3
AZ-Oliver-Default,163,True,5.364,257.3,201.3,161.9,,1182,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/f2550d0d-82d5-4efa-a27c-667842a9b814.mp3
AZ-Oliver-Default,90,True,9.648,143.0,111.9,160.8,,1756,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/e825c3e2-f7b4-4771-846f-4802ceec8bae.mp3
AZ-Oliver-Default,110,True,7.92,174.2,136.4,161.3,,1278,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/10a67e3e-77c3-48d4-9bcb-eedb66da63c6.mp3
AZ-Oliver-Default,130,True,6.696,206.1,161.3,161.2,,2925,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/83bc80c7-42ab-4080-945c-0808c352a7f0.mp3
AZ-Oliver-Default,145,True,6.012,229.5,179.6,161.4,,664,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/c32ba317-c23b-466f-8a41-0d3432855bf3.mp3
AZ-Oliver-Default,180,True,4.86,284.0,222.2,162.0,,1289,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/e2e7af21-7454-42fb-ba5a-856ba0dbbbcb.mp3
AZ-Oliver-Default,195,True,4.5,306.7,240.0,162.5,,593,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/87997dc5-4d3f-4976-8f21-013fc7b4ff7a.mp3
AZ-Oliver-Default,220,True,3.996,345.3,270.3,162.8,,908,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/bca7d42a-c829-434c-bd1b-7994ce68899f.mp3
AZ-Oliver-Default,250,True,3.528,391.2,306.1,163.3,,694,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/348b0af1-2242-496d-afd0-be2c164797a4.mp3
AZ-Tony-Default,base,True,5.4,255.6,200.0,,,839,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/a6a30023-35a6-45ac-aed4-0fd4d363425b.mp3
AZ-Tony-Default,163,True,5.616,245.7,192.3,169.5,,888,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/8606d273-0a86-4d37-a7e8-e99a67d7b13b.mp3
AZ-Tony-Default,90,True,10.08,136.9,107.1,168.0,,1144,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/6bbd97d8-f4fe-4018-b754-19a306760f09.mp3
AZ-Tony-Default,110,True,8.28,166.7,130.4,168.7,,743,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/6f0abb5b-f43d-4e90-8add-1aa2e6abd3a7.mp3
AZ-Tony-Default,130,True,7.02,196.6,153.8,169.0,,1147,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/0d03fc66-bf21-418e-ad7a-300ec8b272ce.mp3
AZ-Tony-Default,145,True,6.3,219.0,171.4,169.2,,576,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/92bb44aa-7972-429e-a609-d14bccd1b93d.mp3
AZ-Tony-Default,180,True,5.076,271.9,212.8,169.2,,478,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/8d8ab93e-7721-499e-837c-8009c3231eba.mp3
AZ-Tony-Default,195,True,4.716,292.6,229.0,170.3,,672,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/f7835d94-71f2-4cb1-a936-5d108d313bfd.mp3
AZ-Tony-Default,220,True,4.176,330.5,258.6,170.1,,818,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/15c58591-ebf3-4646-90f8-e2f544bc2fca.mp3
AZ-Tony-Default,250,True,3.672,375.8,294.1,170.0,,593,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/74565331-e30c-4586-87f0-ba4fb8360ec4.mp3
TC-Sindarin-Default,base,False,,,,,,45,Voice profile not found for bundleName: TC-Sindarin-Default,
TC-Sindarin-Default,163,False,,,,,,60,Voice profile not found for bundleName: TC-Sindarin-Default,
AZ-Alfie-Default,base,True,5.256,262.6,205.5,,,1095,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/519be94f-f94c-4d46-994b-416f5f8e91d2.mp3
AZ-Alfie-Default,163,True,5.22,264.4,206.9,161.9,,829,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/d7536bcf-fd4d-4717-b345-330592f28f38.mp3
AZ-Alfie-Default,90,True,9.396,146.9,114.9,160.9,,1975,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/0aea7833-f6fd-4bc9-bfe9-807bee7e1824.mp3
AZ-Alfie-Default,110,True,7.704,179.1,140.2,161.2,,653,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/d215cafd-41e6-4cec-9cc7-4b2867ed56ff.mp3
AZ-Alfie-Default,130,True,6.516,211.8,165.7,161.2,,653,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/c26904ef-9d9f-4350-91f8-9959d8fc5310.mp3
AZ-Alfie-Default,145,True,5.868,235.2,184.0,161.9,,792,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/43130209-4eb6-4c19-b1f5-c6a2f4db24b1.mp3
AZ-Alfie-Default,180,True,4.752,290.4,227.3,162.7,,1008,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/10d197d6-e45d-44dc-a874-392fbb102747.mp3
AZ-Alfie-Default,195,True,4.392,314.2,245.9,162.9,,707,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/eccf54fa-05c8-4c2e-993d-3f3f47f0713f.mp3
AZ-Alfie-Default,220,True,3.888,354.9,277.8,162.7,,785,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/df0ec599-2ae4-423c-951d-a75a10edc49d.mp3
AZ-Alfie-Default,250,True,3.42,403.5,315.8,162.7,,661,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/edf96632-6d11-479f-975a-570c9809f34f.mp3
AZ-Ana-Default,base,True,6.408,215.4,168.5,,,608,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/0bb4356b-1fb6-4c38-add5-f5298d85166f.mp3
AZ-Ana-Default,163,True,5.868,235.2,184.0,149.3,,1921,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/38856453-9fc0-452f-ba18-680f73d87c1f.mp3
AZ-Ana-Default,90,True,10.584,130.4,102.0,148.7,,766,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/aa2fa488-5086-408b-99d9-6712a10a9fad.mp3
AZ-Ana-Default,110,True,8.676,159.1,124.5,148.9,,1206,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/96ac188f-07f6-4019-a69f-fdca80c69def.mp3
AZ-Ana-Default,130,True,7.344,187.9,147.1,149.0,,710,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/d61ebdb7-eed2-40b7-a60b-a0d819f01373.mp3
AZ-Ana-Default,145,True,6.588,209.5,163.9,149.1,,1227,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/e1e30a02-c7a7-43d7-bb72-b940754e9d4a.mp3
AZ-Ana-Default,180,True,5.328,259.0,202.7,149.7,,1661,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/e3b4fae4-1cf1-48f7-8486-a4b1a6792e5d.mp3
AZ-Ana-Default,195,True,4.932,279.8,219.0,150.1,,712,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/761f0189-817c-47c4-94e2-93dbf2807cdb.mp3
AZ-Ana-Default,220,True,4.392,314.2,245.9,150.8,,808,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/9ff09f88-f3a8-4882-9321-300e1472a5fa.mp3
AZ-Ana-Default,250,True,3.852,358.3,280.4,150.3,,1067,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/552a95c7-6375-46b6-92ba-0a20e9b6d048.mp3
AZ-Maisie-Default,base,True,5.796,238.1,186.3,,,1258,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/868622a4-d0e3-45b2-8784-d68a2599614a.mp3
AZ-Maisie-Default,163,True,5.544,248.9,194.8,155.9,,1560,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/77d02992-c0d6-4d91-8ddc-1b49b912ee90.mp3
AZ-Maisie-Default,90,True,10.008,137.9,107.9,155.4,,1172,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/7e8df77b-b279-43ce-824d-e41f02bb4b22.mp3
AZ-Maisie-Default,110,True,8.172,168.9,132.2,155.1,,786,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/8669339b-231f-46b8-84d3-306e6f8cb5c0.mp3
AZ-Maisie-Default,130,True,6.948,198.6,155.4,155.8,,1087,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/6fffffa2-9388-4929-b701-15b0fcfb467b.mp3
AZ-Maisie-Default,145,True,6.228,221.6,173.4,155.8,,1045,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/201262d4-c4a8-43d1-86a5-8433708364cc.mp3
AZ-Maisie-Default,180,True,5.04,273.8,214.3,156.5,,865,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/b7b45774-b4d7-45f7-90ef-5bb9be9e31ca.mp3
AZ-Maisie-Default,195,True,4.644,297.2,232.6,156.2,,684,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/9e27bdc7-9b47-435e-817d-dcb31ce88cc5.mp3
AZ-Maisie-Default,220,True,4.14,333.3,260.9,157.1,,795,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/7840dd4a-d3dd-4412-9fb0-6018f33e2092.mp3
AZ-Maisie-Default,250,True,3.636,379.5,297.0,156.8,,545,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/379f71b4-04bc-46bb-846e-cfd2e11b6911.mp3
AZ-Sara-Friendly,base,True,5.4,255.6,200.0,,,570,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/4091abbc-9e57-4ef3-af97-e97ca4ba8dad.mp3
AZ-Sara-Friendly,163,True,5.04,273.8,214.3,152.1,,847,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/9624ab9e-8e81-46f0-a7d7-ba18423acc44.mp3
AZ-Sara-Friendly,90,True,9.072,152.1,119.0,151.2,,815,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/0dab7e13-48f5-4098-9ea3-25b6dadef8c6.mp3
AZ-Sara-Friendly,110,True,7.416,186.1,145.6,151.1,,529,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/db00fc76-426c-4385-9a06-842f18e954fd.mp3
AZ-Sara-Friendly,130,True,6.3,219.0,171.4,151.7,,870,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/a0feca29-8fcf-47e6-b6cf-431a43b7d5be.mp3
AZ-Sara-Friendly,145,True,5.652,244.2,191.1,151.8,,575,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/3da0df77-bab5-4158-bf69-27045a8765ed.mp3
AZ-Sara-Friendly,180,True,4.572,301.8,236.2,152.4,,477,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/84681e03-c160-4bd7-bc11-0808de382df2.mp3
AZ-Sara-Friendly,195,True,4.212,327.6,256.4,152.1,,391,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/c304b6ac-6504-401b-8313-c606810eb1a0.mp3
AZ-Sara-Friendly,220,True,3.744,368.6,288.5,152.5,,703,,https://speech-tts-contents-stage.spindlebooks.com/audio/PLAYGROUND/000/000/000/000/0/00/00/02/053236ef-c36b-4fb7-b83c-67274a619e8e.mp3
